,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,alamat,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
3448,Owner,0,0,3,tipe_a,1420.4545449999998,1,1,"4th Block Jayanagar,Bangalore",77.585966,12.926251,110.0,0.07744000002478081,36.666666666666664
3449,Dealer,0,0,3,tipe_a,1525.087693,1,1,"Malad-w,Mumbai",77.32633,19.174783,200.0,0.1311399999606449,66.66666666666667
3450,Owner,0,1,2,tipe_b,1389.992057,1,1,"Sector-75 Noida,Noida",77.382136,28.576117,70.0,0.050360000006820185,35.0
3451,Owner,0,0,2,tipe_b,715.1253918,1,1,"Vishrantwadi,Pune",73.84778,18.52361,36.5,0.05104000000353504,18.25
3454,Owner,0,0,3,tipe_a,1805.519732,1,1,"Kodailbail,Mangalore",74.88056,12.87028,140.0,0.07753999998932164,46.666666666666664
3455,Dealer,0,0,2,tipe_b,750.0,1,1,"Kasar vadavali,Lalitpur",78.416,24.6902,75.0,0.1,37.5
3456,Owner,0,0,1,selain tipe_a dan tipe_b,759.0666292000001,1,1,"Sundarpada,Bhubaneswar",85.816005,20.230195,27.0,0.035569999999151586,27.0
3457,Dealer,0,0,3,tipe_a,2166.666667,1,0,"Sector-79 Gurgaon,Gurgaon",76.979049,28.362327,130.0,0.05999999999076923,43.333333333333336
3458,Owner,1,1,3,tipe_a,1899.648978,0,1,"Sector-118 Noida,Noida",77.403693,28.579845,92.0,0.048429999997610086,30.666666666666668
3460,Dealer,1,1,2,tipe_b,2119.018188,0,1,"Sector-82 Mohali,Mohali",76.732427,30.654128000000004,120.0,0.056630000006399187,60.0
3462,Owner,0,0,2,tipe_b,1100.110011,1,1,"Adajan,Surat",78.989627,24.395822,40.0,0.03636000000003636,20.0
3463,Owner,0,0,2,tipe_b,1250.0,1,1,"Hebbal Kempapura,Bangalore",77.32633,13.050999999999998,50.0,0.04,25.0
3464,Owner,1,1,2,tipe_b,1176.470588,0,1,"Sector-75 Noida,Noida",77.382136,28.576117,57.0,0.048450000009690006,28.5
3466,Owner,0,0,20,selain tipe_a dan tipe_b,348.8638972,1,1,"Rat,Ratnagiri",77.32633,16.98333,15.2,0.043569999997122084,0.76
3468,Dealer,0,0,2,tipe_b,850.0,1,1,"Kestopur,Kolkata",88.422084,22.605438,30.6,0.036000000000000004,15.3
3469,Owner,1,1,2,tipe_b,1149.764151,0,1,,79.074805,21.094632,39.0,0.03391999999833009,19.5
3470,Owner,0,0,3,tipe_a,1483.858031,1,1,"Anand Nagar,Chennai",73.820689,18.476532,74.0,0.0498699999959767,24.666666666666668
3471,Dealer,0,1,3,tipe_a,1591.187271,1,1,"Konanakunte,Bangalore",77.5638,12.8855,130.0,0.08169999997442161,43.333333333333336
3472,Dealer,0,0,2,tipe_b,850.0772798,1,1,"Koradi Road,Nagpur",79.10777399999999,21.241889,16.5,0.019409999998920097,8.25
3473,Dealer,0,0,3,tipe_a,905.3254438,1,1,"Kolar Road,Bhopal",77.422617,23.163669,15.3,0.016899999999756995,5.1000000000000005
3474,Owner,0,0,2,tipe_b,809.9215389,1,1,"Varapuzha,Kochi",76.271273,9.930471,32.0,0.03950999999760594,16.0
3476,Dealer,0,0,3,tipe_a,1176.470588,1,1,"Sector-107 Gurgaon,Gurgaon",76.970772,28.507037,110.0,0.09350000001870001,36.666666666666664
3477,Owner,0,0,3,tipe_a,1300.041271,1,1,"Perumbakkam,Chennai",77.32633,12.9053,63.0,0.04846000000564597,21.0
3478,Owner,0,0,2,tipe_b,1150.22656,1,1,"Hoshiarpur Road,Jalandhar",75.91722,31.53222,33.0,0.028689999994435878,16.5
3479,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Sri Venkateshpura Layout,Bangalore",77.81918399999999,13.160993,82.0,0.06970000001394,41.0
3480,Dealer,0,0,2,tipe_b,1800.0947420000002,1,1,"Sector-70 Mohali,Mohali",76.714722,30.697795000000003,76.0,0.04221999999597798,38.0
3481,Builder,1,0,3,tipe_a,1281.262024,0,0,"Shiv Mandir,Siliguri",71.392013,25.232239,33.3,0.02598999999706539,11.1
3484,Dealer,0,1,3,tipe_a,1568.100358,1,1,"Sector 80 Faridabad,Faridabad",77.347688,28.381971000000004,52.5,0.033480000009030036,17.5
3487,Owner,0,0,3,tipe_a,1690.269529,1,1,"Sahibabad,Ghaziabad",77.32633,28.6711,74.0,0.04378000001205725,24.666666666666668
3488,Owner,0,0,2,tipe_b,871.2121212000001,1,1,"Chinsurah,Kolkata",88.3967,22.8877,23.0,0.026400000000367303,11.5
3489,Dealer,0,0,3,tipe_a,1245.059289,1,1,"Rajarhat,Kolkata",88.33778000000001,22.54111,63.0,0.050599999981205714,21.0
3490,Owner,0,0,2,tipe_b,1080.1828,1,1,"Anjanapura,Bangalore",77.59796,12.96991,52.0,0.048140000007406154,26.0
3491,Dealer,0,1,2,tipe_b,965.3561697,1,1,"Bhopura,Ghaziabad",77.335746,28.698133,24.8,0.025690000000421608,12.4
3492,Dealer,0,1,2,tipe_b,1176.470588,1,1,"Raj Nagar Extension,Ghaziabad",75.775927,26.900926,28.2,0.023970000004794,14.1
3493,Owner,0,0,2,tipe_b,1025.01025,1,1,"Camp,Amravati",77.75,20.93333,50.0,0.048780000004878,25.0
3494,Owner,0,0,2,tipe_b,1030.07144,1,1,"Kaushambi,Ghaziabad",77.32645699999999,28.638934000000003,62.0,0.06019000002562929,31.0
3495,Dealer,1,1,3,tipe_a,1675.020886,1,1,"Sector-150 Noida,Noida",77.481711,28.429614,80.2,0.04787999998705688,26.733333333333334
3497,Owner,0,0,3,tipe_a,1600.0,1,1,"Lakadganj,Nagpur",79.126071,21.151313,80.0,0.05,26.666666666666668
3498,Dealer,0,0,3,tipe_a,1732.4077,1,1,"Zirakpur,Chandigarh",77.32633,30.662283,54.9,0.03168999999249599,18.3
3499,Owner,0,0,2,tipe_b,979.9651568,1,1,"Keshwapur,Hubli",75.151669,15.366381,45.0,0.04591999999973877,22.5
3500,Dealer,0,0,2,tipe_b,1400.124456,1,1,"Shri Nagar,Indore",75.890451,22.729423,45.0,0.03213999998868672,22.5
3501,Dealer,0,0,2,tipe_b,1053.658537,1,1,"Khandagiri,Bhubaneswar",85.780142,20.257483,43.2,0.04099999998386574,21.6
3502,Dealer,1,0,2,tipe_b,800.0,0,1,,88.233267,22.486821,25.0,0.03125,12.5
3503,Owner,0,0,3,tipe_a,2179.944511,1,1,"150 Feet Ring Road,Rajkot",70.776496,22.282765,110.0,0.05045999998850429,36.666666666666664
3504,Dealer,0,0,2,tipe_b,659.8984772000001,1,1,"5th Phase JP Nagar,Bangalore",77.580403,12.905368,39.0,0.05909999999618122,19.5
3505,Owner,0,0,2,tipe_b,1157.894737,1,1,"Mogappair,Chennai",80.176063,13.07265,110.0,0.09499999998704545,55.0
3506,Owner,0,0,2,tipe_b,1024.231826,1,1,"Eroor,Kochi",76.33268000000001,9.965402,41.0,0.0400300000050965,20.5
3507,Dealer,0,0,2,tipe_b,813.0682237999999,1,1,"Pokhran-2,Mumbai",72.83333,18.96667,110.0,0.13529000000258035,55.0
3508,Dealer,0,1,3,tipe_a,817.9162610000001,1,1,"Gandhi Path,Jaipur",86.587391,25.879721,25.2,0.030809999998276102,8.4
3509,Dealer,0,0,3,tipe_a,1753.0190879999998,1,1,"Agraharam,Chennai",80.27,13.09,90.0,0.05134000001259542,30.0
3510,Dealer,0,0,3,tipe_a,1742.517425,1,1,"Nagegowdanapalya,Bangalore",77.59796,12.96991,85.0,0.048780000004878,28.333333333333332
3511,Owner,1,1,3,tipe_a,1729.462631,1,1,"Vivekananda Nagar,Kota",77.32633,12.276748,56.0,0.03238000000475292,18.666666666666668
3512,Dealer,0,0,1,selain tipe_a dan tipe_b,670.1152128,1,1,"Katrap,Maharashtra",73.225171,19.169986,28.5,0.042529999999426964,28.5
3514,Owner,0,0,3,tipe_a,1453.957997,1,1,"Jagatpura,Jaipur",75.841749,26.832353,45.0,0.03094999999508239,15.0
3515,Owner,0,0,3,tipe_a,540.0671434999999,1,1,"Dasprakash Road,Ooty",76.69389,11.40861,37.0,0.06850999999780584,12.333333333333334
3516,Owner,0,0,3,tipe_a,1176.470588,1,1,"Meerut Bypass,Meerut",77.6824,28.9927,22.0,0.018700000003740003,7.333333333333333
3517,Owner,0,0,2,tipe_b,1025.056948,1,1,"Kabir Nagar,Raipur",75.88121600000001,30.872533,18.0,0.01755999999328818,9.0
3518,Owner,0,0,2,tipe_b,633.0783434,1,1,"Garkheda Area,Aurangabad",75.353252,19.861162,48.0,0.07582000000538953,24.0
3519,Dealer,0,0,2,tipe_b,849.7011102,1,1,"Guru Teg Bahadur Nagar,Mohali",76.64051500000001,30.75501,19.9,0.02341999999895963,9.95
3520,Owner,0,0,2,tipe_b,1027.038357,1,1,"Siruseri,Chennai",80.210726,12.833224,49.0,0.0477099999878583,24.5
3521,Dealer,0,0,1,selain tipe_a dan tipe_b,385.0385039,1,1,"Kalyan (East),Lalitpur",73.139554,19.223942,35.0,0.09089999998828688,35.0
3522,Owner,0,0,2,tipe_b,930.2325581,1,1,"Anjanapura,Bangalore",77.59796,12.96991,30.0,0.03225000000137063,15.0
3523,Dealer,0,0,2,tipe_b,1132.502831,1,1,"Ulwe,Mumbai",73.02510600000001,18.973908,100.0,0.0883000000200441,50.0
3524,Dealer,1,1,3,tipe_a,645.1612903,0,1,"Sector 89 Faridabad,Faridabad",77.36482099999999,28.431903,25.0,0.03875000000135625,8.333333333333334
3525,Owner,1,1,2,tipe_b,1176.470588,0,1,,77.41667,28.66667,35.0,0.029750000005950003,17.5
3526,Dealer,0,0,3,tipe_a,1076.057716,1,1,,88.33778000000001,22.54111,44.0,0.04088999999327173,14.666666666666666
3527,Owner,0,0,1,selain tipe_a dan tipe_b,520.1342281999999,1,1,"Rajgurunagar,Pune",73.9,18.866670000000003,15.5,0.029799999999307873,15.5
3528,Dealer,0,1,2,tipe_b,1176.470588,1,1,"Kengeri Satellite Town,Bangalore",77.32633,12.91,39.1,0.033235000006647,19.55
3529,Owner,0,0,2,tipe_b,964.7853353,1,1,"Tapukara,Bhiwadi",76.8606,28.2102,20.0,0.02072999999920293,10.0
3530,Owner,0,0,2,tipe_b,1095.390233,1,1,"New Karelibaug,Vadodara",77.32633,22.3,24.0,0.021909999995408026,12.0
3531,Owner,0,0,2,tipe_b,859.1885442,1,1,"Varadarajapuram,Chennai",80.070176,12.916559,36.0,0.041899999997695496,18.0
3533,Owner,0,0,4,selain tipe_a dan tipe_b,1176.470588,1,1,"Horamavu,Bangalore",77.6583,13.0318,90.0,0.07650000001530001,22.5
3534,Dealer,0,1,2,tipe_b,819.5876289,1,1,"Sector-115 Mohali,Mohali",76.648557,30.712867,15.9,0.019399999999194718,7.95
3535,Dealer,0,0,3,tipe_a,1619.753919,1,1,"Hegde Nagar,Bangalore",77.62715,13.070052,96.1,0.05932999999119001,32.03333333333333
3536,Dealer,1,0,2,tipe_b,1050.135501,0,1,"Visalakshi Nagar,Visakhapatnam",83.343512,17.757841,62.0,0.05904000001995933,31.0
3537,Dealer,1,0,3,tipe_a,1709.608972,0,1,"Madanpur,Bhubaneswar",85.726324,20.243276,56.4,0.032990000008025225,18.8
3538,Dealer,0,0,2,tipe_b,1198.156682,1,1,"R.T. Nagar,Bangalore",77.5963,13.0189,78.0,0.0651000000015023,39.0
3539,Owner,0,0,2,tipe_b,850.0772798,1,1,"Dadi Ka Phatak,Jaipur",75.755339,26.968933000000003,22.0,0.02587999999856013,11.0
3540,Dealer,0,0,1,selain tipe_a dan tipe_b,610.1104009,1,1,,73.338475,21.490368,21.0,0.03442000000167511,21.0
3541,Owner,0,0,2,tipe_b,1059.897573,1,1,"Abbigere,Bangalore",77.525,13.07667,47.6,0.044909999996763844,23.8
3542,Dealer,0,1,2,tipe_b,1230.091933,1,1,"Konanakunte,Bangalore",77.5638,12.8855,95.0,0.07723000001171458,47.5
3543,Owner,0,1,3,tipe_a,1485.275288,1,1,"Sector-75 Noida,Noida",77.382136,28.576117,58.0,0.03905000000242379,19.333333333333332
3546,Builder,1,1,2,tipe_b,1305.343511,0,0,"Pipla,Maharashtra",76.001044,18.926923,34.2,0.026200000009039767,17.1
3547,Dealer,1,0,3,tipe_a,1071.428571,0,1,"Madhyamgram,Kolkata",88.45,22.7,33.0,0.030800000012320004,11.0
3548,Owner,0,0,3,tipe_a,1200.300075,1,1,"Banjari,Bhopal",76.63529100000001,22.590732,32.0,0.02666000000041656,10.666666666666666
3549,Owner,0,0,3,tipe_a,1389.532191,1,1,"Thara,Bhiwadi",76.811066,28.162032,30.0,0.02158999999734443,10.0
3550,Owner,0,0,2,tipe_b,890.2929351,1,1,"Rajni Nagar,Bhandara",77.32633,21.18333,15.5,0.017409999999897785,7.75
3551,Owner,0,0,2,tipe_b,1176.470588,1,1,"Vrindavan Yojna,Lucknow",77.32633,26.766594,19.5,0.016575000003315,9.75
3552,Dealer,0,0,1,selain tipe_a dan tipe_b,720.0620361,1,1,"Mira Road,Maharashtra",72.864964,19.283359,65.0,0.09027000000174012,65.0
3553,Dealer,0,0,2,tipe_b,1299.967501,1,1,"Benson Town,Bangalore",77.6044,12.9985,120.0,0.09230999998668428,60.0
3555,Dealer,0,0,3,tipe_a,1439.285714,1,1,,77.32633,26.832353,40.3,0.028000000005558308,13.433333333333332
3556,Owner,0,0,3,tipe_a,1148.083285,1,1,"Chinar Park,Kolkata",88.441186,22.623598,59.0,0.05138999998593308,19.666666666666668
3557,Dealer,0,0,3,tipe_a,1698.28365,1,1,"Vaibhav Khand,Ghaziabad",76.8972,28.9196,94.0,0.05534999998380718,31.333333333333332
3558,Dealer,0,0,1,selain tipe_a dan tipe_b,664.3151088,1,1,"Sector 19 Kamothe,Lalitpur",77.32633,19.049989,45.2,0.0680399999958574,45.2
3559,Owner,0,1,1,selain tipe_a dan tipe_b,620.0676437000001,1,1,"Mahalunge,Pune",73.753171,18.573994,33.0,0.053220000003686686,33.0
3560,Owner,0,0,2,tipe_b,769.9414843999999,1,1,"Cit Nagar East,Chennai",77.32633,13.010897,100.0,0.12988000000795907,50.0
3561,Owner,0,0,3,tipe_a,1379.944802,1,1,"Bailey Road,Patna",77.32633,25.61,60.0,0.04348000000655099,20.0
3562,Owner,0,0,1,selain tipe_a dan tipe_b,540.1234568,1,1,"sector-121 Noida,Noida",77.40199399999999,28.602325,14.0,0.025919999999526034,14.0
3563,Owner,0,0,2,tipe_b,1250.0,1,1,"Wilson Garden,Bangalore",77.5952,12.9506,90.0,0.072,45.0
3564,Owner,0,1,2,tipe_b,1190.098381,1,1,"Electronics City Phase 1,Bangalore",77.659441,12.840956,75.0,0.06302000002468704,37.5
3565,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Hadapsar,Pune",73.94167,18.49667,43.0,0.036550000007310006,21.5
3566,Dealer,1,1,3,tipe_a,1500.0,0,1,"Kanjur Marg (East),Lalitpur",78.41889,24.69028,210.0,0.14,70.0
3567,Dealer,0,1,3,tipe_a,1450.230719,1,1,"NH-24 Highway,Ghaziabad",77.41667,28.66667,44.0,0.030339999990029176,14.666666666666666
3568,Owner,0,0,2,tipe_b,1100.110011,1,1,,81.573254,21.261566,40.0,0.03636000000003636,20.0
3571,Dealer,0,1,3,tipe_a,1176.470588,1,1,"Aerocity,Mohali",76.693764,30.696627000000003,46.5,0.039525000007905,15.5
3573,Owner,1,0,2,tipe_b,598.0265125,1,1,"Hegganahalli cross,Bangalore",77.502341,13.000489,60.0,0.10033000000146315,30.0
3575,Owner,1,1,2,tipe_b,1251.2187199999998,0,1,"Sector-92 Mohali,Mohali",76.670001,30.709322,38.5,0.030769999988491226,19.25
3577,Dealer,0,0,3,tipe_a,1761.0748,1,1,"Agraharam,Chennai",80.27,13.09,97.0,0.055080000009085354,32.333333333333336
3578,Dealer,0,1,2,tipe_b,1221.192053,1,1,"Sector 80 Faridabad,Faridabad",77.347688,28.381971000000004,46.1,0.037749999999385844,23.05
3579,Dealer,0,1,3,tipe_a,1370.17071,1,1,"Mohan Nagar,Ghaziabad",77.38296,28.678014,61.0,0.04451999999328551,20.333333333333332
3581,Owner,0,0,2,tipe_b,1420.252805,1,1,"Navodaya Nagar,Bangalore",74.990374,15.438519,100.0,0.07040999999996479,50.0
3582,Dealer,0,0,3,tipe_a,1888.276947,1,1,"Sector 86 Faridabad,Faridabad",77.342588,28.406388,48.0,0.025420000003844773,16.0
3583,Dealer,1,1,2,tipe_b,1176.470588,0,1,,73.124577,19.245347,56.0,0.047600000009520006,28.0
3585,Dealer,0,0,3,tipe_a,2048.648649,1,1,"Vesu,Surat",72.770931,21.143354,75.8,0.03699999999365435,25.266666666666666
3586,Owner,0,0,1,selain tipe_a dan tipe_b,579.9342741,1,1,"Singanallur,Coimbatore",77.023028,11.00031,30.0,0.05173000000139153,30.0
3587,Owner,0,0,1,selain tipe_a dan tipe_b,1176.470588,1,1,"Somatne Phata,Pune",73.685514,18.700817,21.0,0.01785000000357,21.0
3588,Dealer,0,0,2,tipe_b,750.0551511,1,1,"Kattupakkam,Chennai",80.124264,13.042089,34.0,0.045330000000849274,17.0
3589,Dealer,0,0,3,tipe_a,2002.503129,0,1,"Swaroop Nagar,Kanpur",80.33111,26.4725,160.0,0.07989999999645445,53.333333333333336
3590,Dealer,0,1,2,tipe_b,1080.168776,1,1,"Indirapuram,Ghaziabad",77.36315,28.63676,64.0,0.05925000002036719,32.0
3591,Dealer,0,1,3,tipe_a,1846.898122,1,1,"Sector 80 Faridabad,Faridabad",77.347688,28.381971000000004,64.9,0.03513999999616655,21.633333333333336
3592,Dealer,1,1,2,tipe_b,1059.402194,0,1,"Tilak Nagar,Mumbai",72.898896,19.068492000000003,140.0,0.1321500000593731,70.0
3593,Dealer,1,0,2,tipe_b,716.9169736,0,1,"Guduvancheri,Chennai",80.063733,12.842686,25.3,0.03529000000230989,12.65
3594,Dealer,0,0,2,tipe_b,1075.268817,1,1,"Kharghar,Maharashtra",73.06612,19.038205,140.0,0.130200000024738,70.0
3595,Dealer,1,1,2,tipe_b,1014.285714,0,1,"Tamando,Bhubaneswar",85.743845,20.236361,35.5,0.03500000000985916,17.75
3596,Owner,0,0,3,tipe_a,1605.136437,1,1,"Maraimalai Nagar,Chennai",79.842124,10.782597,40.0,0.02491999999374508,13.333333333333334
3597,Dealer,1,0,2,tipe_b,1039.7171970000002,0,1,"Ghodbunder Road,Maharashtra",77.32633,18.96,100.0,0.09617999999282496,50.0
3598,Dealer,0,0,3,tipe_a,1348.079162,1,1,"Bablatala,Kolkata",88.33778000000001,22.54111,57.9,0.04294999999413981,19.3
3599,Owner,0,0,1,selain tipe_a dan tipe_b,600.0,1,1,"Vallabh Vidyanagar,Anand",73.11498,22.706116,9.0,0.015,9.0
3601,Dealer,0,0,2,tipe_b,1208.014143,1,1,"Ratnagiri Nagar,Guntur",80.400707,16.324317,41.0,0.03393999998889086,20.5
3602,Dealer,0,0,2,tipe_b,900.0321439999999,1,1,"Mahalakshmi Nagar,Indore",75.582163,22.175748,28.0,0.031110000000177773,14.0
3604,Dealer,1,1,3,tipe_a,1346.869712,0,1,"Zirakpur,Chandigarh",76.822397,30.662283,39.8,0.029550000007721608,13.266666666666666
3605,Dealer,0,0,1,selain tipe_a dan tipe_b,618.0469716,1,1,"Thane West,Lalitpur",72.96333,19.18,70.0,0.1132599999944729,70.0
3606,Dealer,0,0,2,tipe_b,1444.912703,1,1,"Vesu,Surat",72.770931,21.143354,48.0,0.03322000000438781,24.0
3608,Owner,0,0,1,selain tipe_a dan tipe_b,480.09037,1,1,"Kulshekar,Mangalore",77.32633,12.87028,17.0,0.035409999996458996,17.0
3610,Owner,0,0,2,tipe_b,700.280112,1,1,"Niwaru Road,Jaipur",75.86667,26.91667,15.0,0.02142000000137088,7.5
3612,Dealer,0,0,3,tipe_a,1176.470588,1,0,"Adyar,Chennai",80.2574,13.0063,170.0,0.1445000000289,56.666666666666664
3613,Dealer,0,0,3,tipe_a,1176.470588,1,1,"New Town,Kolkata",88.484911,22.5922,87.0,0.07395000001479,29.0
3614,Dealer,0,0,2,tipe_b,1110.1766189999998,1,1,"Prince Anwar Shah Rd.,Kolkata",88.36972,22.56972,66.0,0.05945000000040535,33.0
3615,Builder,1,1,2,tipe_b,1139.130435,0,1,,85.14139,25.61,39.3,0.034499999993416026,19.65
3616,Dealer,0,0,2,tipe_b,1800.055386,1,1,,78.41889,24.69028,65.0,0.03611000000641092,32.5
3617,Owner,0,0,2,tipe_b,1150.234742,1,1,"Court More, Police Lane,Asansol",86.96667,23.68333,24.5,0.021299999996000813,12.25
3619,Dealer,1,1,3,tipe_a,1675.485009,0,1,"Zirakpur,Chandigarh",76.822397,30.662283,57.0,0.034019999996311515,19.0
3620,Owner,0,0,2,tipe_b,1230.0123,1,1,"Ramamurthy Nagar,Bangalore",77.32633,13.013312,60.0,0.048780000004878,30.0
3621,Dealer,0,1,2,tipe_b,1070.009172,1,1,"Varthur,Bangalore",77.7466,12.9407,70.0,0.06541999996986941,35.0
3623,Owner,0,0,1,selain tipe_a dan tipe_b,1176.470588,1,1,"Shastradhara Road IT Park Raja Ram Vihar,Dehradun",78.013538,30.335216,20.5,0.017425000003485,20.5
3624,Owner,0,0,2,tipe_b,870.1472557,1,1,"Sarvdharm Colony,Bhopal",77.41667,23.25,26.0,0.029879999999636843,13.0
3625,Dealer,1,1,3,tipe_a,1698.989899,0,1,"Sector-150 Noida,Noida",77.481711,28.429614,84.1,0.0494999999997057,28.03333333333333
3626,Owner,0,0,3,tipe_a,1300.182482,1,1,"Jagatpura,Jaipur",75.841749,26.832353,28.5,0.021919999995815974,9.5
3627,Dealer,0,0,3,tipe_a,1402.961808,1,1,"Mansarovar,Jaipur",75.7633,26.8626,36.0,0.025660000004789865,12.0
3628,Owner,0,0,2,tipe_b,820.1202843,1,1,"Narendrapur,Kolkata",88.39583,22.43917,30.0,0.03658000000037312,15.0
3629,Owner,0,0,2,tipe_b,1450.0,1,1,,77.766797,12.995285,58.0,0.04,29.0
3631,Owner,0,1,1,selain tipe_a dan tipe_b,420.5838694,1,1,"Khazoor Gaon,Barabanki",81.107692,26.955878,8.5,0.02020999999863523,8.5
3632,Owner,0,0,2,tipe_b,1035.10351,1,1,"Trimurti Nagar,Nagpur",79.038732,21.111835,46.0,0.04444000001507096,23.0
3634,Owner,0,0,1,selain tipe_a dan tipe_b,615.0061501,1,1,"Yemlur,Bangalore",77.59796,12.96991,55.0,0.08942999999440168,55.0
3636,Owner,0,0,1,selain tipe_a dan tipe_b,560.0814664,1,1,"Kaulkhed,Akola",77.281398,20.785242,16.5,0.029459999999742897,16.5
3638,Dealer,0,0,2,tipe_b,1177.536232,1,1,"Kalyani Nagar,Pune",73.8995,18.5481,130.0,0.11039999998912985,65.0
3639,Dealer,0,0,2,tipe_b,979.0450017,1,1,"Sector 77 Faridabad,Faridabad",77.37273,28.368269,28.5,0.02911000000052398,14.25
3640,Owner,1,0,2,tipe_b,1176.470588,0,1,"Porvorim,Goa",74.04333000000001,15.40194,56.0,0.047600000009520006,28.0
3641,Dealer,0,0,3,tipe_a,1176.470588,1,1,"Fatima Nagar,Pune",73.900739,18.502635,98.0,0.08330000001666,32.666666666666664
3642,Dealer,1,0,2,tipe_b,952.3809524,0,1,,80.22318299999999,12.982389,62.6,0.06572999999868541,31.3
3644,Dealer,0,0,2,tipe_b,1050.070432,1,1,"Bevarly Park,Mumbai",73.00088199999999,19.097621,82.0,0.07808999996678319,41.0
3646,Dealer,1,0,3,tipe_a,1176.470588,0,1,"Morabadi,Ranchi",85.335374,23.398893,57.4,0.048790000009758,19.133333333333333
3647,Dealer,1,0,1,selain tipe_a dan tipe_b,950.1187648,0,1,"Karade Khurd,Lalitpur",79.057817,23.950839,36.0,0.03789000000181872,36.0
3648,Dealer,0,0,2,tipe_b,1000.0,1,1,"Vajarahalli,Bangalore",77.547489,12.864738,45.0,0.045,22.5
3649,Dealer,1,0,2,tipe_b,783.1325301,0,1,"New Barrakpur,Kolkata",77.32633,22.680731,15.6,0.019920000000520983,7.8
3650,Owner,0,0,2,tipe_b,715.0595883,1,1,"Marsur,Bangalore",77.58572099999999,12.928575,33.0,0.04614999999993707,16.5
3651,Builder,1,0,1,selain tipe_a dan tipe_b,1176.470588,0,0,"Igatpuri,Maharashtra",73.55,19.7,22.9,0.019465000003893,22.9
3652,Dealer,1,1,2,tipe_b,1231.098622,0,1,"Whitefield,Bangalore",77.761394,12.9958935,92.0,0.07472999998208105,46.0
3653,Dealer,0,1,2,tipe_b,1294.797688,1,1,"Undri,Pune",73.93104,18.452663,56.0,0.043249999995366065,28.0
3654,Owner,0,0,2,tipe_b,1125.0,1,1,"Tindlu,Bangalore",77.32633,13.069548,72.0,0.064,36.0
3655,Owner,0,0,2,tipe_b,1176.470588,1,1,"New Sanghvi,Pune",73.815235,18.57942,42.0,0.03570000000714,21.0
3656,Dealer,0,1,3,tipe_a,1595.065929,1,1,"Sector-137 Noida,Noida",77.40956800000001,28.506454,75.0,0.04702000001154811,25.0
3657,Owner,0,0,2,tipe_b,1175.05675,1,1,"Brindavan Nagar,Bangalore",77.59796,12.96991,88.0,0.07488999999361733,44.0
3658,Dealer,1,1,3,tipe_a,1375.0,0,1,"Baner,Pune",73.77588,18.558319,110.0,0.08,36.666666666666664
3659,Owner,0,0,4,selain tipe_a dan tipe_b,1739.9557100000002,1,1,"Durga Mandir,Asansol",86.96667,23.68333,55.0,0.03161000000396561,13.75
3660,Owner,0,0,2,tipe_b,1070.154578,1,1,,77.40956800000001,28.506454,45.0,0.04204999999542123,22.5
3661,Dealer,1,1,1,selain tipe_a dan tipe_b,600.0,1,1,"Mahim,Palghar",72.7256,19.6394,18.6,0.031000000000000003,18.6
3662,Dealer,0,0,3,tipe_a,1625.030318,1,1,"Sector-119 Noida,Noida",77.403123,28.587711,67.0,0.04122999999314474,22.333333333333332
3663,Owner,0,1,1,selain tipe_a dan tipe_b,1176.470588,1,1,"Wagholi,Pune",73.983,18.5823,28.0,0.023800000004760003,28.0
3664,Dealer,0,0,2,tipe_b,1117.068811,1,1,"Kaspate Vasti,Pune",73.84778,18.52361,75.0,0.06714000002637259,37.5
3665,Owner,0,0,2,tipe_b,900.0,1,1,"Thammanam,Kochi",76.271273,9.930471,45.0,0.05,22.5
3666,Owner,0,0,2,tipe_b,600.1091107000001,1,1,"Khamariya,Bhilai",81.374348,21.201983,11.0,0.018330000001448066,5.5
3667,Owner,0,0,2,tipe_b,1100.025582,1,1,"Bhatar,Surat",73.166178,18.92764,43.0,0.039089999999654554,21.5
3668,Dealer,0,1,2,tipe_b,1024.06554,1,1,"New Panvel,Lalitpur",73.148278,18.966114,80.0,0.0781200000148428,40.0
3669,Dealer,0,1,2,tipe_b,1176.470588,1,1,"Electronic City Phase II,Bangalore",77.6727,12.8458,72.5,0.06162500001232501,36.25
3671,Owner,0,0,2,tipe_b,1176.470588,1,1,"Yadav Nagar,Nagpur",79.192412,21.211041,40.0,0.0340000000068,20.0
3672,Dealer,0,0,2,tipe_b,807.3631518999999,1,1,"Nagoa,Goa",77.32633,48.134195,50.0,0.061930000003508956,25.0
3673,Owner,0,0,3,tipe_a,2200.220022,1,1,"Sector 2 Faridabad,Faridabad",77.31698399999999,28.153836,60.0,0.02727000000002727,20.0
3674,Dealer,0,0,3,tipe_a,1176.470588,1,1,,73.90536,18.440853,70.0,0.059500000011900006,23.333333333333332
3676,Owner,1,0,2,tipe_b,998.003992,0,1,"Rajpur,Kolkata",88.374433,22.101107,40.0,0.040080000000641276,20.0
